Fake_Id,Designation,Recruitment_Type,Account_code,Avg_In_Tim,Avg_Out_Tim,Avg_Office_hr,Avg_Bay_hr,Avg_Break_hr,Avg_Cafeteria,Avg_OOO_hr,Unbilled,Half_Day,Full_Day,Online_Checkin,Exemptions,Unallocated,avg_in_time_hr,avg_office_hours,avg_break_hours,avg_ooo_hours,total_leaves,unbilled_flag,unallocated_flag,bay_hours,cafeteria_hours,efficiency,break_utilization,punctuality,absenteeism_days,burnout_hours,Cluster,Behavior_Type,Name
742,TDS,Campus-2022,RECURSION,12:37:57,22:19:16,9:41:06,8:02:19,1:38:46,0:23:50,1:14:56,Billed,3,14,0,20,No,12.616666666666667,9.683333333333334,1.6333333333333333,1.2333333333333334,17,0,0,8.033333333333333,0.3833333333333333,82.960413080895,0.1686746987951807,3.616666666666667,15.5,0.6833333333333336,1,Late Starter,Scott Moore
465,TDS,Campus 2024,Microsoft,13:20:37,22:22:00,9:01:59,8:02:15,0:59:43,0:18:18,0:41:25,Billed,1,9,0,4,No,13.333333333333334,9.016666666666667,0.9833333333333332,0.6833333333333333,10,0,0,8.033333333333333,0.3,89.09426987060998,0.1090573012939001,4.333333333333334,9.5,0.0166666666666674,1,Late Starter,Kristen Brown
1188,AL,Campus-2020,J&J Singapore,13:13:57,22:41:46,9:28:53,8:02:15,1:26:38,0:31:15,0:55:23,Unbilled,5,22,0,21,No,13.216666666666669,9.466666666666669,1.4333333333333331,0.9166666666666666,27,1,0,8.033333333333333,0.5166666666666667,84.85915492957746,0.1514084507042253,4.216666666666667,24.5,0.4666666666666668,1,Late Starter,Nicholas Williams
1141,AL,Campus-2020,Microsoft,14:26:15,0:11:31,9:44:43,8:02:10,1:42:33,0:15:21,1:27:11,Unbilled,0,2,0,31,No,14.433333333333334,9.733333333333333,1.7,1.45,2,1,0,8.033333333333333,0.25,82.53424657534248,0.1746575342465753,5.433333333333334,2,0.7333333333333325,1,Late Starter,Hector Christensen
1209,TDS,Campus-2022,Mars,10:25:38,19:45:46,9:20:39,8:02:04,1:18:35,0:46:08,0:32:26,Unbilled,0,27,0,14,Yes,10.416666666666666,9.333333333333334,1.3,0.5333333333333333,27,1,1,8.033333333333333,0.7666666666666667,86.07142857142857,0.1392857142857143,1.416666666666666,27,0.3333333333333339,0,Consistent Performer,Kelly Moore
994,TDS,Campus-2022,ADM,12:46:24,21:48:35,9:00:24,8:02:03,0:58:20,0:06:50,0:51:30,Billed,4,8,0,36,No,12.766666666666667,9,0.9666666666666668,0.85,12,0,0,8.033333333333333,0.1,89.25925925925927,0.1074074074074074,3.766666666666668,10,0,1,Late Starter,Stephanie Kelley
489,TDS,Campus 2024,Home Depot,12:08:24,21:29:21,9:21:15,8:01:48,1:19:27,0:32:31,0:46:55,Billed,4,13,0,7,No,12.133333333333333,9.35,1.3166666666666669,0.7666666666666667,17,0,0,8.016666666666667,0.5333333333333333,85.73975044563281,0.1408199643493761,3.133333333333333,15,0.3499999999999996,1,Late Starter,Lori Taylor
123,TDS,Campus-2023,CHEVRON U.S.A. INC.,12:23:22,21:55:31,9:32:10,8:01:40,1:30:29,0:54:00,0:36:29,Billed,1,4,0,8,No,12.383333333333333,9.533333333333331,1.5,0.6,5,0,0,8.016666666666667,0.9,84.09090909090911,0.1573426573426573,3.383333333333333,4.5,0.5333333333333332,1,Late Starter,Victoria Hernandez
437,AL,Campus-2021,Microsoft,13:37:02,23:16:02,9:39:01,8:01:35,1:37:25,0:42:50,0:54:35,Unbilled,1,15,0,2,No,13.616666666666667,9.65,1.6166666666666667,0.9,16,1,0,8.016666666666667,0.7,83.07426597582038,0.1675302245250431,4.616666666666667,15.5,0.6500000000000004,1,Late Starter,John Tanner
301,TDS,Campus-2023,J&J Inc,12:32:25,21:52:15,9:19:00,8:01:32,1:17:27,0:26:45,0:50:42,Billed,0,9,0,3,No,12.533333333333331,9.316666666666666,1.2833333333333332,0.8333333333333334,9,0,0,8.016666666666667,0.4333333333333333,86.04651162790698,0.1377459749552772,3.533333333333333,9,0.3166666666666664,1,Late Starter,Holly Gonzalez
544,TDS,Campus 2024,CHEVRON U.S.A. INC.,11:55:41,21:15:56,9:18:18,8:01:25,1:16:53,0:03:09,1:13:43,Billed,4,13,0,8,No,11.916666666666666,9.3,1.2666666666666666,1.2166666666666668,17,0,0,8.016666666666667,0.05,86.20071684587813,0.1362007168458781,2.916666666666666,15,0.3000000000000007,1,Late Starter,Kristen Jones
511,TDS,Campus 2024,Dell,12:22:23,21:36:35,9:14:53,8:01:23,1:13:30,0:34:55,0:38:34,Billed,2,11,0,6,No,12.366666666666667,9.233333333333333,1.2166666666666668,0.6333333333333333,13,0,0,8.016666666666667,0.5666666666666667,86.8231046931408,0.131768953068592,3.366666666666667,12,0.2333333333333325,1,Late Starter,Dr. Jonathan Romero
429,TDS,Campus-2022,Mars,12:53:15,22:09:29,9:17:16,8:01:14,1:16:02,0:28:22,0:47:39,Billed,7,11,1,3,No,12.883333333333333,9.283333333333331,1.2666666666666666,0.7833333333333333,18,0,0,8.016666666666667,0.4666666666666667,86.35547576301616,0.1364452423698384,3.883333333333333,14.5,0.2833333333333332,1,Late Starter,Marissa Dillon
496,TDS,Campus-2023,Mars,11:09:41,20:23:34,9:13:47,8:01:10,1:12:37,0:10:27,1:02:09,Unbilled,3,11,0,6,No,11.15,9.216666666666669,1.2,1.0333333333333334,14,1,0,8.016666666666667,0.1666666666666666,86.98010849909585,0.1301989150090415,2.1500000000000004,12.5,0.2166666666666667,2,Erratic / At-Risk,Jerry Hill
122,TDS,Campus-2022,Microsoft,14:11:35,0:20:13,10:08:47,8:01:06,2:07:41,0:52:07,1:15:33,Billed,3,9,0,19,No,14.183333333333334,10.133333333333333,2.1166666666666667,1.25,12,0,0,8.016666666666667,0.8666666666666667,79.11184210526318,0.2088815789473684,5.183333333333334,10.5,1.1333333333333329,1,Late Starter,Janet Black
117,TDS,Campus 2024,Mars,12:08:45,21:45:00,9:36:48,8:01:05,1:35:43,0:49:09,0:46:34,Unbilled,0,6,0,3,No,12.133333333333333,9.6,1.5833333333333337,0.7666666666666667,6,1,0,8.016666666666667,0.8166666666666667,83.50694444444446,0.1649305555555555,3.133333333333333,6,0.5999999999999996,1,Late Starter,Mr. John Browning
451,TDS,Campus-2023,Chevron India,12:24:13,21:54:19,9:28:27,8:00:48,1:27:39,0:34:27,0:53:11,Billed,1,6,0,3,No,12.4,9.466666666666669,1.45,0.8833333333333333,7,0,0,8,0.5666666666666667,84.50704225352112,0.153169014084507,3.4000000000000004,6.5,0.4666666666666668,1,Late Starter,James Olson
1224,TDS,Campus-2023,Abbvie,10:25:42,19:41:50,9:15:10,8:00:45,1:14:24,0:52:12,0:22:12,Unbilled,1,18,0,14,No,10.416666666666666,9.25,1.2333333333333334,0.3666666666666666,19,1,0,8,0.8666666666666667,86.48648648648648,0.1333333333333333,1.416666666666666,18.5,0.25,2,Erratic / At-Risk,Cameron Hammond
527,TDS,Campus 2024,Walmart,13:06:10,22:44:05,9:37:39,8:00:38,1:37:01,0:37:32,0:59:29,Unbilled,2,15,0,20,No,13.1,9.616666666666667,1.6166666666666667,0.9833333333333332,17,1,0,8,0.6166666666666667,83.18890814558058,0.1681109185441941,4.1,16,0.6166666666666671,1,Late Starter,Brittney Walker
1140,TDS,Campus-2023,Engineering Improvement,11:36:55,21:09:19,9:32:36,8:00:36,1:32:00,0:29:50,1:02:09,Unbilled,1,15,0,14,No,11.6,9.533333333333331,1.5333333333333332,1.0333333333333334,16,1,0,8,0.4833333333333333,83.91608391608392,0.1608391608391608,2.6,15.5,0.5333333333333332,1,Late Starter,John Ford
166,TDS,Campus-2022,Bristol-Myers Squibb,12:33:33,22:00:46,9:26:54,8:00:25,1:26:28,0:36:33,0:49:54,Billed,0,6,0,3,No,12.55,9.433333333333334,1.4333333333333331,0.8166666666666667,6,0,0,8,0.6,84.80565371024736,0.1519434628975265,3.5500000000000007,6,0.4333333333333335,1,Late Starter,Steve Soto
154,TDS,Campus-2022,Mars,12:18:48,22:02:24,9:45:07,8:00:22,1:44:44,1:05:56,0:38:48,Billed,0,6,0,9,No,12.3,9.75,1.7333333333333334,0.6333333333333333,6,0,0,8,1.0833333333333333,82.05128205128204,0.1777777777777777,3.3000000000000007,6,0.75,1,Late Starter,Nathaniel Walker
145,TDS,Campus 2024,J&J Inc,11:47:21,21:32:21,9:44:45,8:00:21,1:44:23,0:40:32,1:03:50,Unbilled,0,9,0,3,No,11.783333333333331,9.733333333333333,1.7333333333333334,1.05,9,1,0,8,0.6666666666666666,82.19178082191782,0.1780821917808219,2.783333333333333,9,0.7333333333333325,2,Erratic / At-Risk,Patricia Burke
797,TDS,Campus-2022,Sanofi,12:51:59,22:14:39,9:22:16,8:00:20,1:21:56,0:47:57,0:33:58,Billed,5,15,0,18,No,12.85,9.366666666666667,1.35,0.55,20,0,0,8,0.7833333333333333,85.40925266903913,0.1441281138790035,3.85,17.5,0.3666666666666671,1,Late Starter,Emily Smith
222,TDS,Campus 2024,Southwest,12:33:22,22:07:03,9:36:21,8:00:18,1:36:03,0:30:24,1:05:38,Unbilled,0,12,0,4,No,12.55,9.6,1.6,1.0833333333333333,12,1,0,8,0.5,83.33333333333334,0.1666666666666666,3.5500000000000007,12,0.5999999999999996,1,Late Starter,Haley Rogers
262,AL,Campus-2019,Abbvie,12:21:12,22:22:57,10:01:13,8:00:17,2:00:56,1:03:00,0:57:55,Unbilled,2,12,0,8,No,12.35,10.016666666666667,2,0.95,14,1,0,8,1.05,79.86688851913478,0.1996672212978369,3.35,13,1.0166666666666675,1,Late Starter,Brittany Brock
401,TDS,Campus-2022,Chevron India,12:28:57,22:08:57,9:40:34,8:00:05,1:40:29,0:51:19,0:49:09,Billed,1,6,0,12,No,12.466666666666669,9.666666666666666,1.6666666666666663,0.8166666666666667,7,0,0,8,0.85,82.75862068965519,0.1724137931034482,3.466666666666667,6.5,0.6666666666666661,1,Late Starter,Jonathan Torres
730,TDS,Campus-2022,"Gilead Sciences, Inc.",12:58:12,22:57:30,9:58:36,7:59:53,1:58:43,0:34:20,1:24:23,Billed,6,12,1,26,No,12.966666666666669,9.966666666666669,1.9666666666666668,1.4,18,0,0,7.983333333333333,0.5666666666666667,80.10033444816054,0.197324414715719,3.966666666666667,15,0.9666666666666668,1,Late Starter,Stephen Cooley
1151,AL,Ragnarok TDS2,Abbvie,11:54:26,20:55:53,9:02:01,7:59:52,1:02:09,0:13:16,0:48:52,Billed,1,17,0,23,No,11.9,9.033333333333331,1.0333333333333334,0.8,18,0,0,7.983333333333333,0.2166666666666666,88.37638376383764,0.1143911439114391,2.9000000000000004,17.5,0.0333333333333332,1,Late Starter,Todd Jones
201,TDS,Campus-2023,T Mobile,12:47:28,22:20:07,9:32:37,7:59:44,1:32:52,0:47:55,0:44:57,Billed,1,8,0,7,No,12.783333333333331,9.533333333333331,1.5333333333333332,0.7333333333333333,9,0,0,7.983333333333333,0.7833333333333333,83.74125874125873,0.1608391608391608,3.783333333333333,8.5,0.5333333333333332,1,Late Starter,Alicia Hart
681,TDS,Campus-2023,Citigroup,12:30:54,21:50:36,9:20:01,7:59:43,1:20:18,0:22:32,0:57:45,Billed,16,8,1,26,No,12.5,9.333333333333334,1.3333333333333333,0.95,24,0,0,7.983333333333333,0.3666666666666666,85.53571428571428,0.1428571428571428,3.5,16,0.3333333333333339,1,Late Starter,Michael Humphrey
255,TDS,Campus-2023,Itkan,11:45:57,21:51:26,10:05:19,7:59:41,2:05:38,0:39:11,1:26:27,Billed,0,9,0,15,No,11.75,10.083333333333334,2.083333333333333,1.4333333333333331,9,0,0,7.983333333333333,0.65,79.17355371900825,0.2066115702479339,2.75,9,1.083333333333334,2,Erratic / At-Risk,Jessica Powell
1288,TDS,Campus-2023,Home Depot,12:48:03,21:49:51,9:03:11,7:59:38,1:03:32,0:38:33,0:24:59,Billed,1,17,0,16,No,12.8,9.05,1.05,0.4,18,0,0,7.983333333333333,0.6333333333333333,88.21362799263352,0.1160220994475138,3.8000000000000007,17.5,0.0500000000000007,1,Late Starter,Sara Lawson
179,TDS,Campus-2022,Mars,12:07:27,21:33:46,9:26:03,7:59:33,1:26:29,0:11:50,1:14:38,Unbilled,0,9,0,7,Yes,12.116666666666667,9.433333333333334,1.4333333333333331,1.2333333333333334,9,1,1,7.983333333333333,0.1833333333333333,84.62897526501767,0.1519434628975265,3.116666666666667,9,0.4333333333333335,0,Consistent Performer,Natasha Porter
591,TDS,Campus 2024,Home Depot,12:08:41,21:11:16,9:02:31,7:59:29,1:03:01,0:29:45,0:33:16,Billed,5,11,1,6,No,12.133333333333333,9.033333333333331,1.05,0.55,16,0,0,7.983333333333333,0.4833333333333333,88.37638376383764,0.1162361623616236,3.133333333333333,13.5,0.0333333333333332,1,Late Starter,Sarah Walker
529,TDS,Campus-2023,Mars,12:23:33,21:27:22,9:04:21,7:59:28,1:04:53,0:15:24,0:49:28,Billed,1,10,0,6,No,12.383333333333333,9.066666666666666,1.0666666666666669,0.8166666666666667,11,0,0,7.983333333333333,0.25,88.05147058823529,0.1176470588235294,3.383333333333333,10.5,0.0666666666666664,1,Late Starter,Joyce Collins
1104,TDS,Campus-2023,Abbvie,12:50:40,22:07:56,9:18:01,7:59:28,1:18:32,0:26:42,0:51:50,Billed,2,16,0,31,No,12.833333333333334,9.3,1.3,0.85,18,0,0,7.983333333333333,0.4333333333333333,85.84229390681003,0.1397849462365591,3.833333333333334,17,0.3000000000000007,1,Late Starter,Courtney Martin
705,TDS,Campus-2023,Novartis,11:10:19,20:41:48,9:30:33,7:59:20,1:31:12,0:25:59,1:05:12,Billed,0,4,1,17,No,11.166666666666666,9.5,1.5166666666666666,1.0833333333333333,4,0,0,7.983333333333333,0.4166666666666667,84.03508771929825,0.1596491228070175,2.166666666666666,4,0.5,2,Erratic / At-Risk,Molly Lopez
490,TDS,Campus-2022,Loyalty Pacific,8:33:28,17:42:42,9:09:26,7:59:15,1:10:10,0:31:38,0:38:32,Billed,0,10,0,2,No,8.55,9.15,1.1666666666666667,0.6333333333333333,10,0,0,7.983333333333333,0.5166666666666667,87.2495446265938,0.1275045537340619,0.4499999999999993,10,0.1500000000000003,2,Erratic / At-Risk,Drew Sanchez
195,TDS,Campus-2022,Abbott Laboratories,12:12:49,21:48:45,9:37:58,7:59:07,1:38:51,0:46:03,0:52:47,Billed,0,6,1,7,No,12.2,9.616666666666667,1.6333333333333333,0.8666666666666667,6,0,0,7.983333333333333,0.7666666666666667,83.0155979202773,0.169844020797227,3.1999999999999997,6,0.6166666666666671,1,Late Starter,Christopher Rodriguez
59,TDS,Campus-2023,Abbott Laboratories,12:00:00,21:49:58,9:50:51,7:59:00,1:51:50,0:46:30,1:05:19,Billed,3,6,0,0,No,12,9.833333333333334,1.85,1.0833333333333333,9,0,0,7.983333333333333,0.7666666666666667,81.1864406779661,0.188135593220339,3,7.5,0.8333333333333339,2,Erratic / At-Risk,Melissa Strickland
898,TDS,Campus-2022,T Mobile,12:57:32,22:47:20,9:49:02,7:58:58,1:50:04,1:03:07,0:46:56,Billed,3,9,0,32,No,12.95,9.816666666666666,1.8333333333333333,0.7666666666666667,12,0,0,7.966666666666667,1.05,81.15449915110356,0.1867572156196944,3.9499999999999993,10.5,0.8166666666666664,1,Late Starter,Timothy Fisher
446,TDS,Campus 2024,Mars,12:14:04,21:44:53,9:30:49,7:58:55,1:31:53,0:40:28,0:51:24,Unbilled,0,8,0,14,No,12.233333333333333,9.5,1.5166666666666666,0.85,8,1,0,7.966666666666667,0.6666666666666666,83.85964912280703,0.1596491228070175,3.2333333333333325,8,0.5,1,Late Starter,Karen Perez
859,AL,Campus-2020,Home Depot,13:12:04,22:38:15,9:25:57,7:58:52,1:27:04,0:24:06,1:02:58,Unbilled,9,10,0,26,No,13.2,9.416666666666666,1.45,1.0333333333333334,19,1,0,7.966666666666667,0.4,84.60176991150443,0.1539823008849557,4.199999999999999,14.5,0.4166666666666661,1,Late Starter,Rebecca Boyd
29,TDS,Campus 2024,Microsoft,12:28:09,22:36:46,10:08:02,7:58:43,2:09:18,0:38:28,1:30:50,Unbilled,1,9,0,2,No,12.466666666666669,10.133333333333333,2.15,1.5,10,1,0,7.966666666666667,0.6333333333333333,78.61842105263158,0.2121710526315789,3.466666666666667,9.5,1.1333333333333329,1,Late Starter,Joel Zimmerman
622,TDS,Campus-2022,ADM,12:21:48,21:39:47,9:16:57,7:58:41,1:18:16,0:39:49,0:38:26,Billed,0,10,0,13,No,12.35,9.266666666666667,1.3,0.6333333333333333,10,0,0,7.966666666666667,0.65,85.97122302158273,0.1402877697841726,3.35,10,0.2666666666666675,1,Late Starter,Scott Sanchez
414,TDS,Campus-2023,CHEVRON U.S.A. INC.,12:31:07,21:56:01,9:24:18,7:58:37,1:25:41,0:26:34,0:59:06,Unbilled,1,6,0,9,No,12.516666666666667,9.4,1.4166666666666667,0.9833333333333332,7,1,0,7.966666666666667,0.4333333333333333,84.75177304964538,0.150709219858156,3.5166666666666675,6.5,0.4000000000000003,1,Late Starter,Larry Lam
241,TDS,Campus-2023,T Mobile,12:04:31,21:50:44,9:46:41,7:58:36,1:48:04,1:06:21,0:41:43,Billed,2,17,0,0,No,12.066666666666666,9.766666666666667,1.8,0.6833333333333333,19,0,0,7.966666666666667,1.1,81.56996587030716,0.1843003412969283,3.0666666666666664,18,0.7666666666666675,1,Late Starter,Michael Johnson
211,TDS,Campus 2024,Engineering Improvement,11:15:13,20:54:48,9:39:37,7:58:35,1:41:01,0:14:26,1:26:35,Unbilled,3,10,0,8,No,11.25,9.65,1.6833333333333331,1.4333333333333331,13,1,0,7.966666666666667,0.2333333333333333,82.55613126079447,0.1744386873920552,2.25,11.5,0.6500000000000004,2,Erratic / At-Risk,Amy Hudson
692,TDS,Campus-2023,CHEVRON U.S.A. INC.,12:02:28,21:10:33,9:07:30,7:58:25,1:09:04,0:26:03,0:43:00,Unbilled,0,9,0,8,No,12.033333333333331,9.116666666666667,1.15,0.7166666666666667,9,1,0,7.966666666666667,0.4333333333333333,87.38574040219378,0.1261425959780621,3.033333333333333,9,0.1166666666666671,1,Late Starter,Benjamin Simmons
178,TDS,Campus-2023,Microsoft,13:28:03,22:50:48,9:22:33,7:58:23,1:24:10,0:25:52,0:58:17,Billed,1,7,0,2,No,13.466666666666669,9.366666666666667,1.4,0.9666666666666668,8,0,0,7.966666666666667,0.4166666666666667,85.05338078291814,0.1494661921708185,4.466666666666667,7.5,0.3666666666666671,1,Late Starter,Aaron Wright
593,TDS,Campus 2024,Walmart,13:22:10,22:54:46,9:33:35,7:58:21,1:35:13,0:50:00,0:45:12,Billed,1,11,0,17,No,13.366666666666667,9.55,1.5833333333333337,0.75,12,0,0,7.966666666666667,0.8333333333333334,83.42059336823733,0.1657940663176265,4.366666666666667,11.5,0.5500000000000007,1,Late Starter,Anthony Casey
1262,TDS,Campus-2022,SABIC,10:53:15,21:04:12,10:10:59,7:58:19,2:12:39,1:10:33,1:02:06,Billed,4,17,0,12,No,10.883333333333333,10.166666666666666,2.2,1.0333333333333334,21,0,0,7.966666666666667,1.1666666666666667,78.36065573770492,0.2163934426229508,1.8833333333333329,19,1.166666666666666,2,Erratic / At-Risk,Ashley Horn
873,TDS,Campus-2023,Walmart,13:05:38,22:43:58,9:38:25,7:58:16,1:40:09,0:35:51,1:04:17,Unbilled,2,11,0,33,No,13.083333333333334,9.633333333333333,1.6666666666666663,1.0666666666666669,13,1,0,7.966666666666667,0.5833333333333334,82.69896193771626,0.1730103806228373,4.083333333333334,12,0.6333333333333329,1,Late Starter,Maria Lopez
1126,TDS,Campus-2023,SABIC,11:15:07,20:55:30,9:40:18,7:58:11,1:42:06,0:24:46,1:17:20,Billed,1,7,0,9,No,11.25,9.666666666666666,1.7,1.2833333333333332,8,0,0,7.966666666666667,0.4,82.41379310344828,0.1758620689655172,2.25,7.5,0.6666666666666661,2,Erratic / At-Risk,Julie Kirk
450,TDS,Campus 2024,CHEVRON U.S.A. INC.,13:31:20,22:49:37,9:17:52,7:58:07,1:19:44,0:15:07,1:04:37,Billed,1,9,0,7,No,13.516666666666667,9.283333333333331,1.3166666666666669,1.0666666666666669,10,0,0,7.966666666666667,0.25,85.81687612208259,0.1418312387791741,4.516666666666668,9.5,0.2833333333333332,1,Late Starter,Richard Garcia
953,TDS,Ragnarok TDS2,Mars,10:05:00,20:33:58,10:29:53,7:58:00,2:31:53,0:40:40,1:51:12,Unbilled,1,28,0,14,Yes,10.083333333333334,10.483333333333333,2.5166666666666666,1.85,29,1,1,7.966666666666667,0.6666666666666666,75.99364069952306,0.2400635930047694,1.083333333333334,28.5,1.4833333333333325,0,Consistent Performer,Madison Herring
659,TDS,Campus-2023,Nike,13:19:03,22:26:52,9:07:52,7:57:59,1:09:53,0:24:38,0:45:15,Billed,1,9,0,12,No,13.316666666666666,9.116666666666667,1.15,0.75,10,0,0,7.95,0.4,87.20292504570384,0.1261425959780621,4.316666666666666,9.5,0.1166666666666671,1,Late Starter,Tammy Holland
402,TDS,Campus-2023,Mars,12:31:03,22:12:01,9:40:47,7:57:58,1:42:48,0:33:07,1:09:41,Billed,1,14,1,5,No,12.516666666666667,9.666666666666666,1.7,1.15,15,0,0,7.95,0.55,82.24137931034483,0.1758620689655172,3.5166666666666675,14.5,0.6666666666666661,1,Late Starter,Norman Munoz
950,TDS,Ragnarok TDS2,J&J Inc,12:07:54,21:49:39,9:41:36,7:57:53,1:43:42,0:38:39,1:05:02,Unbilled,1,11,0,25,Yes,12.116666666666667,9.683333333333334,1.7166666666666668,1.0833333333333333,12,1,1,7.95,0.6333333333333333,82.09982788296041,0.1772805507745266,3.116666666666667,11.5,0.6833333333333336,0,Consistent Performer,Sean Walker
886,AL,Campus-2020,Walmart,13:44:28,23:27:15,9:41:42,7:57:52,1:43:49,0:27:03,1:16:45,Unbilled,10,10,0,28,No,13.733333333333333,9.683333333333334,1.7166666666666668,1.2666666666666666,20,1,0,7.95,0.45,82.09982788296041,0.1772805507745266,4.7333333333333325,15,0.6833333333333336,1,Late Starter,Brad Norris
339,AL,Campus-2021,Bristol-Myers Squibb,12:32:55,22:23:45,9:50:15,7:57:48,1:52:27,0:37:56,1:14:31,Billed,4,8,0,7,No,12.533333333333331,9.833333333333334,1.8666666666666667,1.2333333333333334,12,0,0,7.95,0.6166666666666667,80.84745762711864,0.1898305084745762,3.533333333333333,10,0.8333333333333339,1,Late Starter,Stacy Hutchinson
793,TDS,Campus-2023,Home Depot,13:06:01,22:16:51,9:10:42,7:57:45,1:12:56,0:41:53,0:31:03,Billed,0,5,0,14,No,13.1,9.166666666666666,1.2,0.5166666666666667,5,0,0,7.95,0.6833333333333333,86.72727272727273,0.1309090909090909,4.1,5,0.166666666666666,1,Late Starter,Kristen Gonzalez
877,TDS,Campus-2022,Mars,12:31:52,22:12:32,9:40:10,7:57:44,1:42:26,0:29:36,1:12:49,Billed,2,19,0,18,No,12.516666666666667,9.666666666666666,1.7,1.2,21,0,0,7.95,0.4833333333333333,82.24137931034483,0.1758620689655172,3.5166666666666675,20,0.6666666666666661,1,Late Starter,Micheal Bishop
528,TDS,Campus 2024,Mars,11:51:33,20:52:56,9:00:21,7:57:37,1:02:44,0:37:45,0:24:58,Unbilled,0,12,0,4,Yes,11.85,9,1.0333333333333334,0.4,12,1,1,7.95,0.6166666666666667,88.33333333333333,0.1148148148148148,2.85,12,0,0,Consistent Performer,Amanda Johnson
519,TDS,Campus-2023,Coles,8:39:40,18:18:11,9:39:01,7:57:35,1:41:25,0:44:56,0:56:28,Billed,0,15,0,4,No,8.65,9.65,1.6833333333333331,0.9333333333333332,15,0,0,7.95,0.7333333333333333,82.38341968911918,0.1744386873920552,0.3499999999999996,15,0.6500000000000004,2,Erratic / At-Risk,William Cole
1377,TDS,Campus-2022,Home Depot,12:08:48,21:45:00,9:34:26,7:57:28,1:36:57,1:02:35,0:34:22,Billed,2,37,44,8,No,12.133333333333333,9.566666666666666,1.6,0.5666666666666667,39,0,0,7.95,1.0333333333333334,83.10104529616726,0.1672473867595819,3.133333333333333,38,0.5666666666666664,1,Late Starter,Raymond Wilcox
379,TDS,Campus-2023,Home Depot,13:10:27,22:43:05,9:32:46,7:57:26,1:35:20,0:31:24,1:03:55,Billed,0,5,1,17,No,13.166666666666666,9.533333333333331,1.5833333333333337,1.05,5,0,0,7.95,0.5166666666666667,83.3916083916084,0.1660839160839161,4.166666666666666,5,0.5333333333333332,1,Late Starter,Jennifer Delgado
399,TDS,Campus-2023,Home Depot,12:12:34,21:49:38,9:36:20,7:57:25,1:38:55,0:38:13,1:00:41,Billed,1,10,0,12,No,12.2,9.6,1.6333333333333333,1,11,0,0,7.95,0.6333333333333333,82.8125,0.1701388888888889,3.1999999999999997,10.5,0.5999999999999996,1,Late Starter,April Brady
784,TDS,Campus 2024,Abbvie,11:33:05,20:55:12,9:20:34,7:57:23,1:23:11,0:27:54,0:55:16,Unbilled,2,16,0,8,No,11.55,9.333333333333334,1.3833333333333333,0.9166666666666666,18,1,0,7.95,0.45,85.17857142857143,0.1482142857142857,2.5500000000000007,17,0.3333333333333339,1,Late Starter,Gary Hogan
331,TDS,Campus 2024,Mars,10:05:56,19:20:44,9:14:40,7:57:22,1:17:17,0:35:17,0:41:59,Billed,2,8,0,0,No,10.083333333333334,9.233333333333333,1.2833333333333332,0.6833333333333333,10,0,0,7.95,0.5833333333333334,86.10108303249099,0.1389891696750902,1.083333333333334,9,0.2333333333333325,2,Erratic / At-Risk,Barry Cole
333,TDS,Campus-2022,Abbott Laboratories,13:16:33,22:58:32,9:42:30,7:57:21,1:45:09,0:24:43,1:20:25,Billed,2,3,0,19,No,13.266666666666667,9.7,1.75,1.3333333333333333,5,0,0,7.95,0.4,81.95876288659795,0.1804123711340206,4.266666666666668,4,0.6999999999999993,1,Late Starter,Beth Wade
872,Con,Direct,J&J Inc,11:37:59,20:43:27,9:05:14,7:57:21,1:07:53,0:29:02,0:38:50,Unbilled,0,3,0,8,No,11.616666666666667,9.083333333333334,1.1166666666666667,0.6333333333333333,3,1,0,7.95,0.4833333333333333,87.5229357798165,0.1229357798165137,2.616666666666667,3,0.0833333333333339,1,Late Starter,Perry Sullivan
266,TDS,Campus-2023,CHEVRON U.S.A. INC.,12:42:15,22:01:57,9:22:58,7:57:10,1:25:47,0:18:57,1:06:50,Billed,1,5,1,9,No,12.7,9.366666666666667,1.4166666666666667,1.1,6,0,0,7.95,0.3,84.87544483985765,0.1512455516014235,3.6999999999999993,5.5,0.3666666666666671,1,Late Starter,Ashley Burke
347,TDS,Campus-2022,Walmart,13:12:21,23:07:49,9:55:31,7:57:05,1:58:26,1:06:38,0:51:48,Billed,2,9,1,22,No,13.2,9.916666666666666,1.9666666666666668,0.85,11,0,0,7.95,1.1,80.16806722689076,0.1983193277310924,4.199999999999999,10,0.916666666666666,1,Late Starter,Joseph Oconnor
736,AL,Campus-2021,CHEVRON U.S.A. INC.,12:23:54,21:51:05,9:29:28,7:57:02,1:32:26,0:37:34,0:54:51,Unbilled,2,6,1,18,No,12.383333333333333,9.483333333333333,1.5333333333333332,0.9,8,1,0,7.95,0.6166666666666667,83.83128295254834,0.1616871704745167,3.383333333333333,7,0.4833333333333325,1,Late Starter,Jonathan Campbell
1003,AL,Campus-2021,Chevron India,13:03:50,22:25:27,9:20:56,7:57:00,1:23:56,0:16:19,1:07:36,Billed,4,10,0,20,No,13.05,9.333333333333334,1.3833333333333333,1.1166666666666667,14,0,0,7.95,0.2666666666666666,85.17857142857143,0.1482142857142857,4.050000000000001,12,0.3333333333333339,1,Late Starter,Joshua Spears
